"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,LONT-62916-001,Standard Part,Component,9,1,each,00.4 ,coaxial cable RG393 N/L29-J nut male 4 m,Released,,,,,,,,W114,I1,coaxial cable RG393 N/L29-J nut male 4 m,"coaxial cable RG393 N/L29-J nut male 4 m
supplier SuZHou YingFeiChange
brand Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
order no. PE34357-400CM
l 4 m",Koaxkabel RG393 N/L29-J nut male 4 m,"Koaxkabel RG393 N/L29-J nut male 4 m
Lieferant SuZHou YingFeiChange
Marke Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
Bestell-Nr. PE34357-400CM
L 4 m",同轴电缆 RG393 N/L29-J nut male 4 m,"同轴电缆 RG393 N/L29-J nut male 4 m
供应商 SuZHou YingFeiChange
品牌 Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
订单号 PE34357-400CM
长度 4 m",cable coaxial RG393 N/L29-J nut male 4 m,"cable coaxial RG393 N/L29-J nut male 4 m
proveedor SuZHou YingFeiChange
marca Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
n.? de pedido PE34357-400CM
long. 4 m",cabo coaxial RG393 N/L29-J nut male 4 m,"cabo coaxial RG393 N/L29-J nut male 4 m
fornecedor SuZHou YingFeiChange
marca Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
n.° de encomenda PE34357-400CM
compr. 4 m",koaxiální kabel RG393 N/L29-J nut male,"koaxiální kabel RG393 N/L29-J nut male
 4 m
dodavatel SuZHou YingFeiChange
zna?ka Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
obj. ?. PE34357-400CM
délka 4 m",cáp ??ng tr?c RG393 N/L29-J nut male 4 m,"cáp ??ng tr?c RG393 N/L29-J nut male 4 m
nhà cung c?p SuZHou YingFeiChange
nh?n hi?u Pasternack Enterprises
one terminal N nut male
one terminal L29-J nut male
??n hàng s? PE34357-400CM
chi?u dài 4 m","BLOC, BLOA",Buy,,,each,false,,,,,LOOD-12194-001,,27060000,,Dangerous Good No / Hazardous Good No,K00904,,false,B1 Business,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2023-07-04 08:44:31
2,LONT-62885-001,Standard Part,Separable,10,5,meters,00.2 ,thimble,Released,,,,,,,,W114,I1,thimble,"thimble
manufacturer JP-TUBING
type LPC-10",Kausche,"Kausche
Hersteller JP-TUBING
Modell LPC-10",套管,"套管
制造商 JP-TUBING
型号 LPC-10",guardacabos,"guardacabos
fabricante JP-TUBING
modelo LPC-10",sapatilha de cabo,"sapatilha de cabo
fabricante JP-TUBING
modelo LPC-10",o?nice,"o?nice
v?robce JP-TUBING
model LPC-10",vòng si?t d?y,"vòng si?t d?y
nhà s?n xu?t JP-TUBING
ch?ng lo?i LPC-10","BLOC, BLOA",Buy,,,meters,false,,,,,,,35010203,,Dangerous Good No / Hazardous Good No,K01109,,false,B1 Business,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Zandonella, Romolo",2023-07-03 12:49:22
2,HAZD-17910-001,Standard Part,Component,11,6,meters,00.18 ,?lflex Classic 110 5x1.5mm2,Released,,,,,,,,W115,I1,?lflex Classic 110 5x1.5mm2,"Cable shield F-CY-JZ 5 x 1,5 mm?
Part number: 1135305","?lflex Classic 110 5x1,5mm2","Cable shield F-CY-JZ 5 x 1,5 mm?
Part number: 1135305",电缆 5G1.5mm2 ?LFLEX CLASSIC 110,电缆 5G1.5mm2 ?LFLEX CLASSIC 110,,,,,,,,,Corporate,Buy,,,meters,false,05886503,,,,HAZC-17834-001,,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,true,,,,,,,,,,,kg,,,,S22 Standardization BHWL,BI Biscuit (A5),"Malinovic, Sasa Administrator",2024-12-23 02:17:43
2,LONT-14989-001,Standard Part,Component,12,8,meters,00.5 ,"control cable ?lflex 150 3G0,75mm2 AWG",Released,,,,,,,,W301,I1,"control cable ?lflex 150 3G0,75mm2 AWG","control cable ?lflex 150 3G0,75mm2 AWG
 19
manufacturer Lapp
art. no. 0015103
UL/CSA approval
cross-section 3G0,75 AWG 19
nominal voltage 300/500V
UL/CSA 600V
bend radius 12,5xLeitungsdurchmesser
ambient temperature -5 up to +70 °C","Steuerkabel ?lflex 150 3G0,75mm2 AWG 19","Steuerkabel ?lflex 150 3G0,75mm2 AWG 19
Hersteller Lapp
Art.-Nr. 0015103
UL/CSA Zulassung
Querschnitt 3G0,75 AWG 19
Nennspannung 300/500V
UL/CSA 600V
Biegeradius 12,5xLeitungsdurchmesser
Umgebungstemperatur -5 bis +70 °C","控制电缆 ?lflex 150 3G0,75mm2 美制线规 19","控制电缆 ?lflex 150 3G0,75mm2 美制线规 19
制造商 Lapp
产品编号 0015103
UL/CSA 认证 批准
横截面 3G0,75 美制线规 19
标称电压 300/500V
UL/CSA 认证 600V
弯曲半径 12,5xLeitungsdurchmesser
环境温度 -5   +70 °C","cable de control ?lflex 150 3G0,75mm2","cable de control ?lflex 150 3G0,75mm2
 AWG 19
fabricante Lapp
n.? art. 0015103
UL/CSA autorización
sección 3G0,75 AWG 19
tensión nominal 300/500V
UL/CSA 600V
radio de curvatura
 12,5xLeitungsdurchmesser
temperatura ambiente -5 hasta +70 °C","cabo de controle ?lflex 150 3G0,75mm2","cabo de controle ?lflex 150 3G0,75mm2
 bitola de fios em AWG 19
fabricante Lapp
número do artigo 0015103
UL/CSA aprova??o
se??o transversal 3G0,75 bitola de fios
 em AWG 19
tens?o nominal 300/500V
UL/CSA 600V
raio de curvatura
 12,5xLeitungsdurchmesser
temperatura ambiente -5 até +70 °C","?ídicí kabel ?lflex 150 3G0,75mm2 AWG 19","?ídicí kabel ?lflex 150 3G0,75mm2 AWG 19
v?robce Lapp
?. polo?ky 0015103
UL/CSA schválení
p?í?n? ?ez 3G0,75 AWG 19
jmenovité napětí 300/500V
UL/CSA 600V
poloměr ohybu 12,5xLeitungsdurchmesser
okolní teplota -5 po +70 °C","cáp ?i?u khi?n ?lflex 150 3G0,75mm2 Cáp","cáp ?i?u khi?n ?lflex 150 3G0,75mm2 Cáp
 AWG 19
nhà s?n xu?t Lapp
m? s? s?n ph?m 0015103
UL/CSA phê chu?n
m?t c?t 3G0,75 Cáp AWG 19
?i?n áp danh ngh?a 300/500V
UL/CSA 600V
bán kính u?n 12,5xLeitungsdurchmesser
nhi?t ?? m?i tr??ng -5 cho ??n +70 °C","BLOA, BLOC",Buy,,,meters,false,102096051,,,,,,27060000,false,,K00687,,,,,150,150,15,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-05-15 05:54:11
2,HAZF-33105-001,Standard Part,Component,13,4,meters,00.23 ,control cable 3x2.5mm2 CE UKCA,Released,,,,,,,,W101,K1,control cable 3x2.5mm2 CE UKCA,"control cable 3x2.5mm2 CE UKCA
insulator PVC gray
type ?LFLEX CLASSIC 110 3G2,5
art. no. 1119403",Steuerkabel 3x2.5mm2 CE UKCA,"Steuerkabel 3x2.5mm2 CE UKCA
Isolator PVC grau
Typ ?LFLEX CLASSIC 110 3G2,5
Art.-Nr. 1119403",控制电缆 3x2.5mm2 CE UKCA 标志,"控制电缆 3x2.5mm2 CE UKCA 标志
绝缘子 聚乙烯 灰色
型号 ?LFLEX CLASSIC 110 3G2,5
产品编号 1119403",cable de control 3x2.5mm2 CE UKCA,"cable de control 3x2.5mm2 CE UKCA
aislador PVC gris
tipo ?LFLEX CLASSIC 110 3G2,5
n.? art. 1119403",cabo de controle 3x2.5mm2 CE UKCA,"cabo de controle 3x2.5mm2 CE UKCA
isolador PVC cinza
tipo ?LFLEX CLASSIC 110 3G2,5
número do artigo 1119403",?ídicí kabel 3x2.5mm2 CE UKCA,"?ídicí kabel 3x2.5mm2 CE UKCA
izolátor PVC ?ed?
typ ?LFLEX CLASSIC 110 3G2,5
?. polo?ky 1119403",cáp ?i?u khi?n 3x2.5mm2 CE UKCA,"cáp ?i?u khi?n 3x2.5mm2 CE UKCA
ch?t cách ?i?n nh?a PVC xám
lo?i ?LFLEX CLASSIC 110 3G2,5
m? s? s?n ph?m 1119403",Corporate,Buy,,,meters,false,02171147,,,,"LONT-10687-001,HAZF-12273-001,HAZB-30457-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,,,,0.07,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),"Meier-Washuettl, Thomas",2024-05-02 07:52:59
2,HAZF-33105-001,Standard Part,Component,14,4,meters,00.23 ,control cable 3x2.5mm2 CE UKCA,Released,,,,,,,,W102,K1,control cable 3x2.5mm2 CE UKCA,"control cable 3x2.5mm2 CE UKCA
insulator PVC gray
type ?LFLEX CLASSIC 110 3G2,5
art. no. 1119403",Steuerkabel 3x2.5mm2 CE UKCA,"Steuerkabel 3x2.5mm2 CE UKCA
Isolator PVC grau
Typ ?LFLEX CLASSIC 110 3G2,5
Art.-Nr. 1119403",控制电缆 3x2.5mm2 CE UKCA 标志,"控制电缆 3x2.5mm2 CE UKCA 标志
绝缘子 聚乙烯 灰色
型号 ?LFLEX CLASSIC 110 3G2,5
产品编号 1119403",cable de control 3x2.5mm2 CE UKCA,"cable de control 3x2.5mm2 CE UKCA
aislador PVC gris
tipo ?LFLEX CLASSIC 110 3G2,5
n.? art. 1119403",cabo de controle 3x2.5mm2 CE UKCA,"cabo de controle 3x2.5mm2 CE UKCA
isolador PVC cinza
tipo ?LFLEX CLASSIC 110 3G2,5
número do artigo 1119403",?ídicí kabel 3x2.5mm2 CE UKCA,"?ídicí kabel 3x2.5mm2 CE UKCA
izolátor PVC ?ed?
typ ?LFLEX CLASSIC 110 3G2,5
?. polo?ky 1119403",cáp ?i?u khi?n 3x2.5mm2 CE UKCA,"cáp ?i?u khi?n 3x2.5mm2 CE UKCA
ch?t cách ?i?n nh?a PVC xám
lo?i ?LFLEX CLASSIC 110 3G2,5
m? s? s?n ph?m 1119403",Corporate,Buy,,,meters,false,02171147,,,,"LONT-10687-001,HAZF-12273-001,HAZB-30457-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,,,,0.07,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),"Meier-Washuettl, Thomas",2024-05-02 07:52:59
2,HAZF-33105-001,Standard Part,Component,15,4,meters,00.23 ,control cable 3x2.5mm2 CE UKCA,Released,,,,,,,,W103,K1,control cable 3x2.5mm2 CE UKCA,"control cable 3x2.5mm2 CE UKCA
insulator PVC gray
type ?LFLEX CLASSIC 110 3G2,5
art. no. 1119403",Steuerkabel 3x2.5mm2 CE UKCA,"Steuerkabel 3x2.5mm2 CE UKCA
Isolator PVC grau
Typ ?LFLEX CLASSIC 110 3G2,5
Art.-Nr. 1119403",控制电缆 3x2.5mm2 CE UKCA 标志,"控制电缆 3x2.5mm2 CE UKCA 标志
绝缘子 聚乙烯 灰色
型号 ?LFLEX CLASSIC 110 3G2,5
产品编号 1119403",cable de control 3x2.5mm2 CE UKCA,"cable de control 3x2.5mm2 CE UKCA
aislador PVC gris
tipo ?LFLEX CLASSIC 110 3G2,5
n.? art. 1119403",cabo de controle 3x2.5mm2 CE UKCA,"cabo de controle 3x2.5mm2 CE UKCA
isolador PVC cinza
tipo ?LFLEX CLASSIC 110 3G2,5
número do artigo 1119403",?ídicí kabel 3x2.5mm2 CE UKCA,"?ídicí kabel 3x2.5mm2 CE UKCA
izolátor PVC ?ed?
typ ?LFLEX CLASSIC 110 3G2,5
?. polo?ky 1119403",cáp ?i?u khi?n 3x2.5mm2 CE UKCA,"cáp ?i?u khi?n 3x2.5mm2 CE UKCA
ch?t cách ?i?n nh?a PVC xám
lo?i ?LFLEX CLASSIC 110 3G2,5
m? s? s?n ph?m 1119403",Corporate,Buy,,,meters,false,02171147,,,,"LONT-10687-001,HAZF-12273-001,HAZB-30457-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,,,,0.07,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),"Meier-Washuettl, Thomas",2024-05-02 07:52:59
2,HAZF-33105-001,Standard Part,Component,16,4,meters,00.23 ,control cable 3x2.5mm2 CE UKCA,Released,,,,,,,,W104,K1,control cable 3x2.5mm2 CE UKCA,"control cable 3x2.5mm2 CE UKCA
insulator PVC gray
type ?LFLEX CLASSIC 110 3G2,5
art. no. 1119403",Steuerkabel 3x2.5mm2 CE UKCA,"Steuerkabel 3x2.5mm2 CE UKCA
Isolator PVC grau
Typ ?LFLEX CLASSIC 110 3G2,5
Art.-Nr. 1119403",控制电缆 3x2.5mm2 CE UKCA 标志,"控制电缆 3x2.5mm2 CE UKCA 标志
绝缘子 聚乙烯 灰色
型号 ?LFLEX CLASSIC 110 3G2,5
产品编号 1119403",cable de control 3x2.5mm2 CE UKCA,"cable de control 3x2.5mm2 CE UKCA
aislador PVC gris
tipo ?LFLEX CLASSIC 110 3G2,5
n.? art. 1119403",cabo de controle 3x2.5mm2 CE UKCA,"cabo de controle 3x2.5mm2 CE UKCA
isolador PVC cinza
tipo ?LFLEX CLASSIC 110 3G2,5
número do artigo 1119403",?ídicí kabel 3x2.5mm2 CE UKCA,"?ídicí kabel 3x2.5mm2 CE UKCA
izolátor PVC ?ed?
typ ?LFLEX CLASSIC 110 3G2,5
?. polo?ky 1119403",cáp ?i?u khi?n 3x2.5mm2 CE UKCA,"cáp ?i?u khi?n 3x2.5mm2 CE UKCA
ch?t cách ?i?n nh?a PVC xám
lo?i ?LFLEX CLASSIC 110 3G2,5
m? s? s?n ph?m 1119403",Corporate,Buy,,,meters,false,02171147,,,,"LONT-10687-001,HAZF-12273-001,HAZB-30457-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,,,,0.07,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),"Meier-Washuettl, Thomas",2024-05-02 07:52:59
2,HAZF-33105-001,Standard Part,Component,17,4,meters,00.23 ,control cable 3x2.5mm2 CE UKCA,Released,,,,,,,,W105,K1,control cable 3x2.5mm2 CE UKCA,"control cable 3x2.5mm2 CE UKCA
insulator PVC gray
type ?LFLEX CLASSIC 110 3G2,5
art. no. 1119403",Steuerkabel 3x2.5mm2 CE UKCA,"Steuerkabel 3x2.5mm2 CE UKCA
Isolator PVC grau
Typ ?LFLEX CLASSIC 110 3G2,5
Art.-Nr. 1119403",控制电缆 3x2.5mm2 CE UKCA 标志,"控制电缆 3x2.5mm2 CE UKCA 标志
绝缘子 聚乙烯 灰色
型号 ?LFLEX CLASSIC 110 3G2,5
产品编号 1119403",cable de control 3x2.5mm2 CE UKCA,"cable de control 3x2.5mm2 CE UKCA
aislador PVC gris
tipo ?LFLEX CLASSIC 110 3G2,5
n.? art. 1119403",cabo de controle 3x2.5mm2 CE UKCA,"cabo de controle 3x2.5mm2 CE UKCA
isolador PVC cinza
tipo ?LFLEX CLASSIC 110 3G2,5
número do artigo 1119403",?ídicí kabel 3x2.5mm2 CE UKCA,"?ídicí kabel 3x2.5mm2 CE UKCA
izolátor PVC ?ed?
typ ?LFLEX CLASSIC 110 3G2,5
?. polo?ky 1119403",cáp ?i?u khi?n 3x2.5mm2 CE UKCA,"cáp ?i?u khi?n 3x2.5mm2 CE UKCA
ch?t cách ?i?n nh?a PVC xám
lo?i ?LFLEX CLASSIC 110 3G2,5
m? s? s?n ph?m 1119403",Corporate,Buy,,,meters,false,02171147,,,,"LONT-10687-001,HAZF-12273-001,HAZB-30457-001",,27060000,false,Dangerous Good No / Hazardous Good No,K00687,,true,,,,,,,,,,0.07,kg,Specified,,,S22 Standardization BHWL,WF Wafer (D1),"Meier-Washuettl, Thomas",2024-05-02 07:52:59
2,LONT-12033-001,Standard Part,Component,18,4,meters,00.4 ,"cable H07V-K 1x1,5 GNYE",Released,,,,,,,,W111,K1,"cable H07V-K 1x1,5 GNYE","cable H07V-K 1x1,5 GNYE
brand LAPP
type H07V-K 1X1,5 GNYE
art. no. 4520001","unkonfektioniertes Kabel H07V-K 1x1,5","unkonfektioniertes Kabel H07V-K 1x1,5
 GNYE
Marke LAPP
Modell H07V-K 1X1,5 GNYE
Art.-Nr. 4520001","线缆 H07V-K 1x1,5 GNYE","线缆 H07V-K 1x1,5 GNYE
品牌 LAPP
型号 H07V-K 1X1,5 GNYE
产品编号 4520001","cable no confeccionado H07V-K 1x1,5 GNYE","cable no confeccionado H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
n.? art. 4520001","fio H07V-K 1x1,5 GNYE","fio H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
número do artigo 4520001","neprefabrikovan? kabel H07V-K 1x1,5 GNYE","neprefabrikovan? kabel H07V-K 1x1,5 GNYE
zna?ka LAPP
model H07V-K 1X1,5 GNYE
?. polo?ky 4520001","cáp H07V-K 1x1,5 GNYE","cáp H07V-K 1x1,5 GNYE
nh?n hi?u LAPP
ch?ng lo?i H07V-K 1X1,5 GNYE
m? s? s?n ph?m 4520001","BLOA, BLOC",Buy,,,meters,false,3902401,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,Yes,175,150,12,0.01,175,150,12,1.2099999934435E-1,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-02-07 03:50:16
2,LONT-12033-001,Standard Part,Component,19,4,meters,00.4 ,"cable H07V-K 1x1,5 GNYE",Released,,,,,,,,W112,K1,"cable H07V-K 1x1,5 GNYE","cable H07V-K 1x1,5 GNYE
brand LAPP
type H07V-K 1X1,5 GNYE
art. no. 4520001","unkonfektioniertes Kabel H07V-K 1x1,5","unkonfektioniertes Kabel H07V-K 1x1,5
 GNYE
Marke LAPP
Modell H07V-K 1X1,5 GNYE
Art.-Nr. 4520001","线缆 H07V-K 1x1,5 GNYE","线缆 H07V-K 1x1,5 GNYE
品牌 LAPP
型号 H07V-K 1X1,5 GNYE
产品编号 4520001","cable no confeccionado H07V-K 1x1,5 GNYE","cable no confeccionado H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
n.? art. 4520001","fio H07V-K 1x1,5 GNYE","fio H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
número do artigo 4520001","neprefabrikovan? kabel H07V-K 1x1,5 GNYE","neprefabrikovan? kabel H07V-K 1x1,5 GNYE
zna?ka LAPP
model H07V-K 1X1,5 GNYE
?. polo?ky 4520001","cáp H07V-K 1x1,5 GNYE","cáp H07V-K 1x1,5 GNYE
nh?n hi?u LAPP
ch?ng lo?i H07V-K 1X1,5 GNYE
m? s? s?n ph?m 4520001","BLOA, BLOC",Buy,,,meters,false,3902401,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,Yes,175,150,12,0.01,175,150,12,1.2099999934435E-1,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-02-07 03:50:16
2,LONT-12033-001,Standard Part,Component,20,4,meters,00.4 ,"cable H07V-K 1x1,5 GNYE",Released,,,,,,,,W113,K1,"cable H07V-K 1x1,5 GNYE","cable H07V-K 1x1,5 GNYE
brand LAPP
type H07V-K 1X1,5 GNYE
art. no. 4520001","unkonfektioniertes Kabel H07V-K 1x1,5","unkonfektioniertes Kabel H07V-K 1x1,5
 GNYE
Marke LAPP
Modell H07V-K 1X1,5 GNYE
Art.-Nr. 4520001","线缆 H07V-K 1x1,5 GNYE","线缆 H07V-K 1x1,5 GNYE
品牌 LAPP
型号 H07V-K 1X1,5 GNYE
产品编号 4520001","cable no confeccionado H07V-K 1x1,5 GNYE","cable no confeccionado H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
n.? art. 4520001","fio H07V-K 1x1,5 GNYE","fio H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
número do artigo 4520001","neprefabrikovan? kabel H07V-K 1x1,5 GNYE","neprefabrikovan? kabel H07V-K 1x1,5 GNYE
zna?ka LAPP
model H07V-K 1X1,5 GNYE
?. polo?ky 4520001","cáp H07V-K 1x1,5 GNYE","cáp H07V-K 1x1,5 GNYE
nh?n hi?u LAPP
ch?ng lo?i H07V-K 1X1,5 GNYE
m? s? s?n ph?m 4520001","BLOA, BLOC",Buy,,,meters,false,3902401,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,Yes,175,150,12,0.01,175,150,12,1.2099999934435E-1,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-02-07 03:50:16
2,LONT-12033-001,Standard Part,Component,21,4,meters,00.4 ,"cable H07V-K 1x1,5 GNYE",Released,,,,,,,,W114,K1,"cable H07V-K 1x1,5 GNYE","cable H07V-K 1x1,5 GNYE
brand LAPP
type H07V-K 1X1,5 GNYE
art. no. 4520001","unkonfektioniertes Kabel H07V-K 1x1,5","unkonfektioniertes Kabel H07V-K 1x1,5
 GNYE
Marke LAPP
Modell H07V-K 1X1,5 GNYE
Art.-Nr. 4520001","线缆 H07V-K 1x1,5 GNYE","线缆 H07V-K 1x1,5 GNYE
品牌 LAPP
型号 H07V-K 1X1,5 GNYE
产品编号 4520001","cable no confeccionado H07V-K 1x1,5 GNYE","cable no confeccionado H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
n.? art. 4520001","fio H07V-K 1x1,5 GNYE","fio H07V-K 1x1,5 GNYE
marca LAPP
modelo H07V-K 1X1,5 GNYE
número do artigo 4520001","neprefabrikovan? kabel H07V-K 1x1,5 GNYE","neprefabrikovan? kabel H07V-K 1x1,5 GNYE
zna?ka LAPP
model H07V-K 1X1,5 GNYE
?. polo?ky 4520001","cáp H07V-K 1x1,5 GNYE","cáp H07V-K 1x1,5 GNYE
nh?n hi?u LAPP
ch?ng lo?i H07V-K 1X1,5 GNYE
m? s? s?n ph?m 4520001","BLOA, BLOC",Buy,,,meters,false,3902401,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,Yes,175,150,12,0.01,175,150,12,1.2099999934435E-1,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2024-02-07 03:50:16
2,LONT-22452-001,Standard Part,Component,22,4,meters,00.5 ,control cable 2 x 1.5 mm2 ?8.5 outside,Released,,,,,,,,W210,K1,control cable 2 x 1.5 mm2 ?8.5 outside,"control cable 2 x 1.5 mm2 ?8.5 outside
 manufacturer Lapp-Kabel
art. no. 1135902
129771 ?LFLEX CLASSIC 110 CY",Steuerkabel 2 x 1.5 mm2 ?8.5 aussen,"Steuerkabel 2 x 1.5 mm2 ?8.5 aussen
 Hersteller Lapp-Kabel
Art.-Nr. 1135902
129771 ?LFLEX CLASSIC 110 CY",控制电缆 2 x 1.5 mm2 ?8.5 外部,"控制电缆 2 x 1.5 mm2 ?8.5 外部
 制造商 Lapp-Kabel
产品编号 1135902
129771 ?LFLEX CLASSIC 110 CY",cable de control 2 x 1.5 mm2 ?8.5 fuera,"cable de control 2 x 1.5 mm2 ?8.5 fuera
 fabricante Lapp-Kabel
n.? art. 1135902
129771 ?LFLEX CLASSIC 110 CY",cabo de controle 2 x 1.5 mm2 ?8.5,"cabo de controle 2 x 1.5 mm2 ?8.5
 externo
 fabricante Lapp-Kabel
número do artigo 1135902
129771 ?LFLEX CLASSIC 110 CY",?ídicí kabel 2 x 1.5 mm2 ?8.5 vněj?í,"?ídicí kabel 2 x 1.5 mm2 ?8.5 vněj?í
 v?robce Lapp-Kabel
?. polo?ky 1135902
129771 ?LFLEX CLASSIC 110 CY",cáp ?i?u khi?n 2 x 1.5 mm2 ?8.5 bên,"cáp ?i?u khi?n 2 x 1.5 mm2 ?8.5 bên
 ngoài
 nhà s?n xu?t Lapp-Kabel
m? s? s?n ph?m 1135902
129771 ?LFLEX CLASSIC 110 CY","BLOC, BLOA",Buy,,,meters,false,102051402,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,,,Yes,,,,1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2021-07-09 05:49:42
2,LONT-22452-001,Standard Part,Component,23,4,meters,00.5 ,control cable 2 x 1.5 mm2 ?8.5 outside,Released,,,,,,,,W211,K1,control cable 2 x 1.5 mm2 ?8.5 outside,"control cable 2 x 1.5 mm2 ?8.5 outside
 manufacturer Lapp-Kabel
art. no. 1135902
129771 ?LFLEX CLASSIC 110 CY",Steuerkabel 2 x 1.5 mm2 ?8.5 aussen,"Steuerkabel 2 x 1.5 mm2 ?8.5 aussen
 Hersteller Lapp-Kabel
Art.-Nr. 1135902
129771 ?LFLEX CLASSIC 110 CY",控制电缆 2 x 1.5 mm2 ?8.5 外部,"控制电缆 2 x 1.5 mm2 ?8.5 外部
 制造商 Lapp-Kabel
产品编号 1135902
129771 ?LFLEX CLASSIC 110 CY",cable de control 2 x 1.5 mm2 ?8.5 fuera,"cable de control 2 x 1.5 mm2 ?8.5 fuera
 fabricante Lapp-Kabel
n.? art. 1135902
129771 ?LFLEX CLASSIC 110 CY",cabo de controle 2 x 1.5 mm2 ?8.5,"cabo de controle 2 x 1.5 mm2 ?8.5
 externo
 fabricante Lapp-Kabel
número do artigo 1135902
129771 ?LFLEX CLASSIC 110 CY",?ídicí kabel 2 x 1.5 mm2 ?8.5 vněj?í,"?ídicí kabel 2 x 1.5 mm2 ?8.5 vněj?í
 v?robce Lapp-Kabel
?. polo?ky 1135902
129771 ?LFLEX CLASSIC 110 CY",cáp ?i?u khi?n 2 x 1.5 mm2 ?8.5 bên,"cáp ?i?u khi?n 2 x 1.5 mm2 ?8.5 bên
 ngoài
 nhà s?n xu?t Lapp-Kabel
m? s? s?n ph?m 1135902
129771 ?LFLEX CLASSIC 110 CY","BLOC, BLOA",Buy,,,meters,false,102051402,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00686,,,,Yes,,,,1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2021-07-09 05:49:42
